语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,脱网次数,mos质差次数,未接通掉话次数,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户
8,6,8,8,1,1,-1,-1,-1,5,-1,-1,-1,1,-1,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,62,0,8.0,62,0.0,139,0.0,637,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,328,0,48.0,328,0.0,595,0.0,38775843,0,1
10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,532,0,20.0,532,0.0,315,0.0,1327325,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,64,0,44.04,64,0.0,79,0.0,9708126,0,0
10,9,10,9,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,7,0,0,0,0.0,1,0.0,0.0,691,0,120.0,691,0.0,827,0.0,8774505,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,0,0.0,1,0.0,0.0,339,0,38.3,339,0.0,326,0.0,8340740,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7,3,0,0.0,1,0.0,0.0,1021,0,84.0,1021,0.0,852,0.0,6161575,0,0
10,10,10,5,1,-1,-1,-1,-1,-1,-1,-1,98,-1,-1,3,-1,-1,6,-1,0,0,4,0,0.0,1,0.0,0.0,654,0,60.67,654,0.0,414,0.0,8765975,0,0
5,4,4,2,1,1,2,-1,4,5,6,7,-1,1,2,3,4,5,6,-1,46,17,0,0,0.0,1,0.0,0.0,713,0,78.9,713,0.0,483,0.0,24857185,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,137,0,100.7,137,0.0,55,0.0,7333274,0,0
1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,98,-1,-1,-1,4,-1,6,98,0,16,0,0,175.52,1,5.0,0.0,433,0,154.1,433,0.0,983,0.0,21970972,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,0,0,0.0,1,0.0,0.0,228,0,31.0,228,0.0,524,0.0,7584804,0,0
10,10,10,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,7,1,2,0,0.0,1,0.0,0.0,192,0,60.0,192,0.0,191,0.0,16828104,0,1
10,10,10,10,1,1,2,3,-1,-1,6,-1,-1,1,2,3,4,-1,6,-1,7,12,2,0,0.0,1,0.0,0.0,820,0,175.0,820,0.0,531,0.0,70727645,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,256,0,33.0,256,0.0,349,0.0,23900509,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,408,0,28.8,408,0.0,396,0.0,3229007,0,0
9,7,8,7,1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,3,4,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,1165,0,135.0,1165,0.0,1602,0.0,31244562,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,2,0,0.0,1,0.0,0.0,298,0,72.0,298,24.0,276,0.0,25571671,0,1
6,5,8,6,1,1,-1,-1,4,5,-1,7,-1,-1,2,3,4,-1,6,-1,0,35,5,0,0.0,1,0.0,0.0,1689,0,213.0,1689,0.0,2551,0.0,15190153,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,1,0,8.41,1,2.03,0.0,1011,0,62.03,1011,30.0,661,0.0,657688,0,0
7,6,8,7,1,-1,2,3,-1,-1,-1,-1,-1,1,2,3,4,-1,6,-1,8,20,1,0,0.0,1,0.0,0.0,1320,0,69.2,1320,0.0,783,0.0,18658491,0,0
1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,23,0,0,0,0.0,1,0.0,0.0,298,0,107.0,298,9.0,139,0.0,3003133,0,1
5,5,5,3,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,6,-1,20,0,0,0,0.0,1,0.0,0.0,714,0,205.0,714,0.0,579,0.0,40096928,0,1
9,8,8,8,1,1,-1,-1,-1,5,-1,7,-1,1,-1,-1,-1,-1,6,-1,0,9,2,0,0.0,1,0.0,0.0,995,0,125.0,995,0.0,1050,0.0,21716099,0,1
10,9,9,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,0,1,0,0.0,1,0.0,0.0,475,0,133.0,475,0.0,724,0.0,17658962,0,1
8,7,8,7,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,4,-1,-1,-1,7,2,0,0,0.0,1,0.0,0.0,78,0,10.0,78,0.0,396,0.0,680149,0,0
10,10,10,9,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,6,-1,0,9,3,0,0.0,1,0.0,0.0,871,0,120.0,871,0.0,450,0.0,8264881,0,1
8,7,8,9,1,-1,-1,-1,4,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,7,6,0,0,0.0,1,0.0,0.0,796,0,0.0,796,0.0,399,0.0,42704562,0,0
10,10,10,10,1,1,2,-1,-1,-1,-1,7,-1,1,2,3,4,5,-1,-1,0,0,0,0,0.0,1,0.0,0.0,233,0,59.5,233,0.0,300,0.0,7544546,0,0
10,10,9,9,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,7,4,0,0,0.0,1,0.0,0.0,185,0,80.4,185,0.0,154,0.0,36372987,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,183,0,15.0,183,0.0,153,0.0,3785275,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,0,0.0,1,0.0,0.0,297,0,75.0,297,0.0,508,0.0,32510850,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,22,5,0,172.28,1,5.0,0.0,927,0,207.1,927,0.0,1218,0.0,34942770,0,0
10,10,10,9,1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,94,0,8.0,94,0.0,126,0.0,1516800,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,229,0,80.0,229,0.0,212,0.0,11589492,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,28,0,25.0,28,0.0,112,0.0,26852,0,0
8,8,9,8,1,-1,-1,-1,-1,-1,6,-1,98,-1,-1,-1,4,-1,6,-1,7,2,0,0,0.0,1,0.0,0.0,635,0,59.64,635,0.0,502,0.0,235639,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,50,0,100.0,50,0.0,159,0.0,48838832,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,97,0,60.0,97,0.0,161,0.0,683349,0,0
6,6,6,7,1,-1,-1,-1,4,-1,-1,-1,98,1,-1,-1,4,-1,6,-1,0,4,0,0,0.0,1,0.0,0.0,261,0,90.0,261,0.0,164,0.0,8233695,0,1
10,5,9,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,227,0,41.74,227,0.0,281,0.0,12405167,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,2,0,0.0,1,0.0,0.0,757,0,68.0,757,0.0,799,0.0,44145507,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,127,0,10.0,127,0.0,149,0.0,789336,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,0,0,0.0,1,0.0,0.0,326,0,25.35,326,0.0,228,0.0,3037244,0,0
9,9,9,8,1,-1,2,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,577,0,87.23,577,0.0,208,0.0,22243012,0,1
10,10,8,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,16,0,0,0.0,1,0.0,0.0,462,0,48.3,462,0.0,266,0.0,3854803,0,0
7,6,8,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,32,2,0,0.0,1,0.0,0.0,468,0,97.79,468,0.0,270,0.0,5039260,0,0
10,10,10,10,1,1,2,-1,4,5,-1,-1,-1,1,2,3,4,-1,6,-1,0,7,0,0,0.0,1,0.0,0.0,462,0,200.0,462,0.0,657,0.0,20080505,0,0
7,7,9,6,1,1,2,-1,-1,-1,-1,-1,98,-1,-1,3,-1,-1,6,-1,7,25,2,0,0.0,1,33.0,0.0,2113,0,202.0,2113,0.0,2580,0.0,52020787,0,0
10,9,10,10,1,-1,2,-1,-1,5,-1,-1,-1,-1,2,-1,-1,-1,6,-1,8,0,1,0,0.0,1,0.0,0.0,534,0,78.67,534,0.0,278,0.0,10910886,0,1
10,10,10,10,1,1,2,-1,-1,-1,6,7,-1,-1,-1,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,713,0,173.0,713,0.0,696,0.0,28443913,0,0
10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,224,0,188.5,224,0.0,146,0.0,4694695,0,0
10,8,8,9,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,138,0,55.0,138,0.0,157,0.0,24577766,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,0,0,0.0,1,0.0,0.0,309,0,65.0,309,0.0,179,0.0,2216340,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,0,0,0.0,1,0.0,0.0,146,0,21.0,146,0.0,193,0.0,3371235,0,1
7,7,6,6,1,1,2,-1,-1,5,-1,-1,98,1,-1,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,551,0,128.0,551,0.0,547,0.0,18918816,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,0,0.0,1,0.0,0.0,257,0,125.0,257,0.0,240,0.0,11108597,0,0
8,6,8,6,1,1,-1,-1,4,-1,-1,-1,98,1,2,-1,4,-1,-1,-1,11,8,0,0,0.0,1,0.0,0.0,381,0,58.0,381,0.0,334,0.0,2015622,0,0
9,9,9,9,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,326,0,130.0,326,0.0,398,0.0,20971201,0,0
7,6,8,6,1,1,2,-1,-1,5,-1,7,-1,1,2,-1,4,-1,6,-1,0,4,0,0,0.0,1,0.0,0.0,434,0,118.0,434,0.0,689,0.0,9849079,0,0
10,8,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,27,12,0,0.0,1,188.0,0.0,312,0,217.2,312,0.0,197,0.0,206279822,0,1
10,8,10,10,1,1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,2065,0,144.84,2065,0.0,2238,0.0,16470360,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,0,0,0.0,1,0.0,0.0,785,0,57.0,785,0.0,635,0.0,5947171,0,0
10,10,10,10,1,-1,-1,-1,-1,5,-1,7,-1,-1,-1,3,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,430,0,61.3,430,0.0,402,0.0,20492017,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,0,0,0.0,1,0.0,0.0,525,0,32.42,525,0.0,341,0.0,14553897,0,0
10,2,8,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,0,4,0,0,0.0,1,0.0,0.0,490,0,29.8,490,0.0,491,0.0,3916231,0,1
5,5,5,5,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,16,0,0,0,0.0,1,0.0,0.0,113,0,88.1,113,0.0,169,0.0,368529,0,1
8,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,0.0,1,0.0,0.0,825,0,75.0,825,0.0,668,0.0,14802331,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,18,2,0,0.0,1,5.0,0.0,59,0,235.7,59,0.0,256,0.0,87409086,0,1
10,8,8,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,518,0,24.1,518,0.0,881,0.0,5590395,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,448,0,65.0,448,0.0,500,0.0,22183895,0,0
10,9,9,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,382,0,66.37,382,0.0,388,0.0,13540368,0,0
8,8,8,7,1,1,2,-1,4,-1,-1,-1,-1,-1,-1,-1,4,5,6,-1,0,1,0,0,0.0,1,0.0,0.0,486,0,95.5,486,0.0,417,0.0,79014333,0,0
1,1,1,1,1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,3,-1,-1,6,-1,16,0,0,0,0.0,1,0.0,0.0,264,0,15.82,264,0.0,163,0.0,8023,0,0
3,1,3,6,1,1,2,-1,-1,-1,-1,-1,-1,1,2,3,-1,-1,6,-1,19,0,0,0,0.0,1,0.0,0.0,151,0,118.0,151,0.0,210,0.0,28834463,0,0
5,2,2,2,1,1,2,-1,-1,-1,-1,7,-1,1,2,-1,4,-1,6,-1,14,0,0,0,0.0,1,0.0,0.0,278,0,65.0,278,0.0,240,0.0,11503448,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7,1,0,0.0,1,0.0,0.0,328,0,56.6,328,0.0,619,0.0,6000779,0,0
9,8,9,9,1,1,-1,-1,-1,5,-1,7,-1,1,-1,3,4,-1,-1,-1,0,18,0,0,50.45,1,1.47,0.0,292,0,86.67,292,0.0,391,0.0,46611733,0,0
9,9,6,8,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,1608,0,150.45,1608,0.0,368,0.0,19668122,0,0
10,10,10,10,1,-1,2,-1,-1,-1,-1,7,-1,-1,-1,-1,4,-1,-1,-1,0,0,1,0,0.0,1,0.0,0.0,367,0,71.4,367,0.0,218,0.0,7291596,0,0
5,1,10,10,1,1,2,-1,4,5,-1,-1,98,1,2,3,-1,-1,6,-1,0,28,1,0,0.0,1,0.0,0.0,1126,0,86.0,1126,0.0,937,0.0,8943150,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,33,4,0,0.0,1,1.45,0.0,138,0,41.95,138,0.0,122,0.0,12883164,0,0
9,9,9,9,1,-1,-1,-1,-1,-1,-1,-1,98,1,-1,-1,-1,-1,-1,-1,0,6,1,0,0.0,1,0.0,0.0,1179,0,149.0,1179,0.0,786,0.0,12145525,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,6,0,0,0.0,1,0.0,0.0,217,0,38.0,217,0.0,439,0.0,6564817,0,1
6,7,6,6,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,98,0,18,0,0,0.0,1,5.0,0.0,403,0,138.0,403,0.0,608,0.0,33751976,0,1
10,9,9,10,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,3,-1,-1,6,-1,0,18,2,0,0.0,1,1.45,0.0,836,0,8.49,836,0.0,1208,0.0,537590,0,0
1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,350,0,0,0,0.0,1,0.0,0.0,109,0,59.0,109,0.0,163,0.0,45784,0,0
8,8,8,7,1,-1,-1,-1,-1,5,-1,7,98,-1,-1,3,4,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,992,0,198.0,992,0.0,784,0.0,37720374,0,0
9,8,9,8,1,1,-1,-1,-1,5,-1,-1,-1,1,-1,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,150,0,128.0,150,0.0,394,0.0,27748947,0,0
9,9,9,8,1,1,2,-1,-1,5,-1,-1,-1,-1,2,-1,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,225,0,76.99,225,0.0,331,0.0,15647896,0,1
6,4,6,3,1,1,-1,-1,-1,-1,6,7,-1,1,-1,3,-1,-1,6,-1,0,30,0,0,0.0,1,0.0,0.0,1206,0,147.66,1206,0.0,849,0.0,29367478,0,0
5,5,6,4,1,1,2,-1,-1,5,-1,-1,-1,-1,2,3,4,-1,6,-1,0,0,1,0,0.0,1,0.0,0.0,381,0,52.0,381,0.0,285,0.0,21100688,0,0
1,1,1,1,1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,17,7,0,0.0,1,0.0,0.0,1396,0,95.0,1396,0.0,1123,0.0,21468062,0,0
8,7,8,7,1,-1,2,-1,-1,5,-1,7,-1,1,2,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,860,0,58.0,860,0.0,593,0.0,13417824,0,0
2,2,2,2,1,1,2,-1,4,5,-1,-1,-1,-1,2,3,4,-1,6,-1,39,0,0,0,0.0,1,0.0,0.0,973,0,31.0,973,0.0,761,0.0,12534434,0,1
10,10,10,10,1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,6,-1,0,36,4,0,0.0,1,5.0,0.0,423,0,179.0,423,9.0,556,0.0,74546722,0,0
10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,98,1,-1,-1,-1,-1,6,-1,0,29,0,0,0.0,1,0.0,0.0,996,0,218.2,996,0.0,1013,0.0,73236010,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0.0,1,0.0,0.0,706,0,188.0,706,0.0,659,0.0,14253384,0,1
10,10,10,10,1,1,-1,3,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,256,0,144.2,256,0.0,241,0.0,33287195,0,1
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,0,2,0,0,0.0,1,0.0,0.0,86,0,42.94,86,0.0,71,0.0,3109602,0,0
6,3,5,8,1,-1,-1,-1,-1,5,-1,-1,-1,1,2,3,4,-1,6,-1,25,49,12,0,347.54,1,10.0,0.0,1302,0,153.0,1302,0.0,2257,0.0,33941720,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,22,6,0,2362.05,1,39.0,0.0,562,0,108.0,562,0.0,787,0.0,100678025,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,22,0,0,0.0,1,10.0,0.0,546,0,35.0,546,0.0,285,0.0,15876065,0,1
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,0,0,0.0,1,0.0,0.0,364,0,109.0,364,0.0,313,0.0,32521399,0,1
6,6,6,6,1,1,2,-1,-1,5,-1,-1,-1,-1,2,3,4,-1,6,-1,7,22,1,0,0.42,1,0.29,0.0,721,0,51.33,721,0.0,738,0.0,2945486,0,0
10,10,10,10,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,559,0,75.0,559,0.0,255,0.0,12313996,0,0
8,9,9,8,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,326,0,46.88,326,0.0,220,0.0,19821461,0,0
1,1,1,1,1,1,2,3,4,5,6,7,-1,1,2,3,4,5,6,-1,26,0,0,0,0.0,1,0.0,0.0,90,0,10.0,90,0.0,277,0.0,2281587,0,0
5,3,3,2,1,1,2,-1,-1,5,-1,-1,-1,1,2,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,667,0,214.1,667,0.0,677,0.0,6987077,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,556,0,25.0,556,0.0,532,0.0,11746673,0,0
5,5,5,6,1,1,-1,3,-1,-1,-1,-1,-1,1,2,3,4,-1,-1,-1,0,8,0,0,0.0,1,0.0,0.0,376,0,42.0,376,0.0,472,0.0,21119322,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,369,0,65.0,369,0.0,243,0.0,21,0,0
7,6,7,3,1,1,-1,-1,-1,5,-1,-1,-1,1,2,3,-1,-1,6,-1,8,0,1,0,0.0,1,0.0,0.0,459,0,30.0,459,0.0,348,0.0,1729861,0,0
2,1,2,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,6,-1,19,0,1,0,0.0,1,0.0,0.0,178,0,20.0,178,0.0,251,0.0,14836601,0,0
9,9,9,8,1,1,-1,-1,-1,-1,-1,7,-1,-1,-1,3,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,175,0,128.0,175,0.0,376,0.0,39273676,0,0
8,8,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,-1,-1,0,0,0,0,0.0,1,60.0,0.0,102,0,93.9,102,0.0,115,0.0,2229164,0,1
10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,98,-1,-1,3,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,681,0,192.0,681,0.0,674,0.0,35513178,0,0
9,6,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,108,0,52.3,108,0.0,279,0.0,33828218,0,1
10,5,10,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,1,1,0,0.0,1,0.0,0.0,248,0,58.0,248,0.0,184,0.0,4113879,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0.0,1,0.0,0.0,41,0,10.0,41,0.0,151,0.0,11807718,0,0
10,10,10,10,1,1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,4,5,-1,-1,7,0,0,0,0.0,1,0.0,0.0,46,0,31.8,46,0.0,440,0.0,14825451,0,1
9,10,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,826,0,75.3,826,0.0,521,0.0,8190869,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,0.0,1,0.0,0.0,520,0,238.0,520,0.0,669,0.0,3695105,0,1
10,9,10,9,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,0,4,0,0,0.0,1,0.0,0.0,291,0,49.0,291,0.0,163,0.0,15981368,0,0
10,10,8,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0.0,1,0.0,0.0,489,0,5.7,489,0.0,499,0.0,138023,0,0
9,8,9,8,1,1,-1,-1,4,5,-1,-1,-1,1,-1,3,4,-1,-1,-1,7,0,0,0,0.0,1,0.0,0.0,1019,0,54.0,1019,0.0,1119,0.0,1283534,0,1
10,10,10,9,1,1,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,284,0,118.0,284,0.0,468,0.0,14646357,0,1
6,6,6,6,1,1,-1,-1,-1,5,6,7,-1,1,2,3,4,-1,6,-1,7,4,0,0,0.0,1,0.0,0.0,491,0,141.4,491,0.0,641,0.0,7097998,0,0
7,8,8,5,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,49,0,70.0,49,0.0,324,0.0,16964594,0,0
8,8,10,8,1,1,-1,-1,4,-1,6,-1,-1,1,-1,3,-1,-1,-1,-1,0,8,1,0,0.0,1,0.0,0.0,964,0,63.79,964,0.0,625,0.0,10802917,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,107,0,31.0,107,0.0,153,0.0,6076786,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,0,0.0,0.0,82,0,59.2,82,0.0,1045,0.0,0,0,0
6,5,6,6,1,1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,6,-1,0,14,1,0,0.0,1,0.0,0.0,916,0,132.0,916,0.0,764,0.0,32187648,0,1
