是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,脱网次数,mos质差次数,未接通掉话次数,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,168,0,22.4,168,26.4,111,0.0,5035409,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,1,1,0,0.0,1,0.0,0.0,654,0,135.0,654,55.75,568,0.0,74029025,0,1
1,1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,4,-1,-1,-1,7,4,0,0,0.0,1,0.0,0.0,184,0,471.97,184,469.0,252,0.0,11440581,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,24,0,0,0.0,1,0.0,0.0,232,0,58.0,232,58.0,150,0.0,25326194,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,10,2,0,0.0,1,0.0,0.0,217,0,146.0,217,146.0,353,0.0,11881282,0,0
1,1,2,-1,4,5,-1,-1,-1,1,2,3,-1,5,-1,-1,128,39,1,0,0.0,1,0.0,0.0103,486,5,131.0,486,131.5,748,0.0015,10259759,15393,0
1,1,2,-1,-1,5,-1,7,-1,1,2,3,4,-1,6,-1,28,19,0,0,0.0,1,0.0,0.0,182,0,95.0,182,91.0,208,0.0,47886935,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,5,0,0.0,1,0.0,0.0,319,0,10.0,319,10.0,243,0.0004,6644166,2672,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,115.4,1,16.3,0.0,135,0,44.0,135,25.0,58,0.0,13773526,0,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,0,0,0,77.72,1,20.0,0.0,175,0,99.69,175,54.27,194,0.0,20086224,0,0
1,1,-1,-1,4,5,-1,-1,-1,1,2,-1,-1,-1,-1,-1,6,26,8,0,0.0,1,0.0,0.0,515,0,110.0,515,110.0,451,0.0,12293299,0,1
1,-1,-1,-1,-1,5,-1,7,-1,1,-1,3,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,238,0,58.0,238,58.0,254,0.0,3091204,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7,1,0,0.0,1,0.0,0.1566,249,39,74.0,249,166.21,286,0.2742,19943638,5467990,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,8,2,0,0.0,1,0.0,0.0,426,0,56.0,426,56.0,353,0.0,8880914,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,24,2,0,0.0,1,0.0,0.0,258,0,99.0,258,99.15,237,0.0,7343844,0,1
1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,4,-1,6,-1,77,80,2,0,0.0,1,0.0,0.0,399,0,19.0,399,18.0,273,0.0,5854779,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,9,5,0,0.0,1,0.0,0.0,1832,0,109.6,1832,109.0,1103,0.0,8430086,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,10,0,0,0.0,1,0.0,0.0,199,0,103.0,199,103.15,387,0.0,15205960,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,102,4,1,0,0.0,1,0.0,0.0,186,0,17.0,186,15.2,212,0.0,1519689,0,0
1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,6,-1,19,26,2,0,0.0,1,0.0,0.0,560,0,140.0,560,140.0,579,0.0,10712100,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,0,0,0.0,1,0.0,0.0,439,0,45.0,439,45.0,342,0.0,11544824,0,1
1,1,-1,-1,-1,5,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,6,0,0,0.0,1,0.0,0.0,222,0,90.1,222,90.0,199,0.0,10576665,0,1
1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,7,0,0,0,0.0,1,0.0,0.0,235,0,69.5,235,69.0,510,0.0,62449842,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,18,1,0,0.0,1,0.0,0.0,211,0,58.0,211,86.0,120,0.0,1112292,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0.0,1,0.0,0.0,285,0,105.0,285,90.0,303,0.0,614682,0,1
1,1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,6,-1,129,12,4,0,0.0,1,0.0,0.0,341,0,40.0,341,15.0,81,0.0,823990,0,0
1,-1,-1,-1,-1,5,6,-1,-1,1,-1,-1,4,5,-1,-1,0,0,0,0,0.0,1,0.0,0.0,158,0,14.4,158,12.7,216,0.0,354,0,0
1,1,-1,-1,-1,5,-1,7,-1,1,2,3,4,-1,-1,-1,3,2,3,0,0.0,1,0.0,0.0,1950,0,79.0,1950,79.0,1493,0.0,20921585,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,7,2,0,0.0,1,0.0,0.0,268,0,64.24,268,42.6,114,0.0,9652910,0,1
1,1,2,3,4,5,6,7,-1,1,2,3,4,-1,6,-1,15,25,5,0,0.0,1,0.0,0.0,644,0,53.45,644,53.0,480,0.0,33301649,0,1
1,1,2,3,4,5,6,7,-1,1,2,3,4,5,6,-1,5,27,7,0,0.0,1,0.0,0.0,1916,0,155.58,1916,112.94,1478,0.0,27043495,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,4,2,0,0.0,1,0.0,0.0,248,0,10.0,248,11.0,368,0.0,5353548,0,1
1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,3,4,-1,6,-1,5,18,0,0,0.0,1,0.0,0.0,312,0,80.0,312,80.0,468,0.0,23625110,0,1
1,-1,-1,-1,-1,5,6,-1,-1,1,-1,-1,4,-1,6,-1,6,8,0,1,110.68,1,26.68,0.0,218,0,54.77,218,40.86,58,0.0,68441614,0,0
1,1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,6,160,22,1,0.0,1,0.0,0.0,1772,0,98.68,1772,138.58,1746,0.0,1394305,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,33,5,0,0.0,1,0.0,0.0727,1280,93,270.0,1280,270.0,1471,0.10800000000000001,38290314,4135814,0
1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,5,1,0,0,0.0,1,0.0,0.0,569,0,49.8,569,55.7,384,0.0,18254816,0,0
1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,3,6,3,0,0.0,1,0.0,0.0,305,0,60.0,305,60.0,355,0.0,39130838,0,0
1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,3,25,4,0,0.0,1,0.0,0.0,635,0,141.0,635,141.0,805,0.0,8167898,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,0,0.0,1,0.0,0.0,220,0,68.66,220,64.4,90,0.0,15234959,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,0,0,149.66,1,30.0,0.0,357,0,88.0,357,58.0,204,0.0,23462683,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,6,-1,1,0,1,0,0.0,1,0.0,0.0,135,0,74.0,135,74.0,187,0.0,2483104,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,12,1,0,0.0,1,0.0,0.0,304,0,150.0,304,207.0,73,0.0,66126574,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,342,6,0,0,0.0,1,0.0,0.0,148,0,90.0,148,84.0,121,0.0,32815617,0,0
1,-1,2,-1,-1,5,-1,-1,-1,-1,2,-1,4,-1,6,-1,43,4,1,0,0.0,1,0.0,0.0,226,0,41.19,226,8.97,55,0.0,11158992,108,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,27,2,0,0.0,1,0.0,0.0,257,0,18.0,257,18.0,289,0.0,88264,0,0
1,-1,-1,-1,-1,-1,-1,-1,98,1,2,-1,-1,-1,-1,-1,160,39,4,0,0.0,1,0.0,0.0,2980,0,263.99,2980,84.9,587,0.0001,15951480,2052,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,720,0,48.85,720,18.35,332,0.0,5105032,0,0
1,1,2,-1,-1,-1,-1,-1,-1,1,-1,3,-1,-1,6,-1,6,25,1,0,0.0,1,0.0,0.0,754,0,109.1,754,108.8,649,0.0,5796736,0,0
1,1,2,-1,-1,-1,-1,-1,98,1,2,-1,4,-1,6,-1,5,0,16,0,0.0,1,0.0,0.0,182,0,135.0,182,128.0,57,0.0,12614698,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,18,0,0,0.0,1,0.0,0.0,478,0,51.0,478,51.0,281,0.0,11405114,0,0
1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,6,25,33,0,0.0,1,0.0,0.0,692,0,182.35,692,128.3,110,0.0,3753427,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,16,2,0,0.0,1,0.0,0.0,416,0,21.0,416,117.7,845,0.0,76464840,0,0
1,1,2,-1,-1,-1,6,-1,-1,-1,-1,-1,4,-1,6,-1,1,0,3,0,0.0,1,0.0,0.0,675,0,290.0,675,290.0,465,0.0,20143708,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,11,8,0,0.0,1,0.0,0.0,464,0,70.0,464,60.0,309,0.0,17299899,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,13,6,0,0.0,1,0.0,0.0,266,0,63.0,266,67.75,485,0.0044,14795896,65369,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,1,0,0.0,1,0.0,0.0,248,0,31.0,248,31.0,483,0.0,22502741,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,12,0,0,0.0,1,0.0,0.0,307,0,49.0,307,55.08,411,0.0,50626726,0,0
1,1,2,-1,4,5,-1,7,-1,-1,2,-1,4,-1,6,-1,3,20,0,1,0.0,1,0.0,0.0,170,0,85.0,170,88.1,352,0.0,1195218,0,1
1,1,-1,-1,4,5,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,0,1,0,0.0,1,0.0,0.0,347,0,95.0,347,95.0,410,0.0,20791466,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,48,6,0,0.0,1,0.0,0.0,370,0,90.0,370,90.0,389,0.0,826894,0,0
1,-1,-1,-1,4,-1,-1,7,-1,1,-1,-1,-1,-1,-1,-1,0,7,0,0,0.0,1,0.0,0.0,336,0,401.9,336,398.0,270,0.0,3319078,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,17,0,0,0.0,1,0.0,0.0,305,0,60.2,305,60.0,401,0.0,22483999,0,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,5,6,0,0,0.0,1,0.0,0.0,160,0,100.0,160,100.0,182,0.0,27905965,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,2,0,0,29.84,1,3.0,0.0,283,0,30.3,283,25.0,130,0.0,64230247,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,18,1,0,0.0,1,0.0,0.0,155,0,28.0,155,28.0,188,0.0,2898155,0,1
1,1,-1,-1,4,5,-1,-1,-1,1,2,3,4,-1,6,-1,39,25,2,0,0.0,1,0.0,0.0,373,0,112.25,373,114.75,261,0.0,21535564,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,7,4,0,0.0,1,0.0,0.0,170,0,28.6,170,20.0,105,0.0,22328442,0,1
1,1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,26,9,1,0,0.0,1,0.0,0.0,238,0,169.0,238,169.0,255,0.0,18384329,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,0,0,0.0,1,0.0,0.0,178,0,29.0,178,29.0,226,0.0,64726,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,0,0,0,0.0,1,0.0,0.0,198,0,69.2,198,69.0,285,0.0,1390,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,10,7,0,0.0,1,0.0,0.0,601,0,58.0,601,59.6,763,0.0,3247627,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,18,1,0,0.0,1,0.0,0.0,381,0,200.0,381,200.0,462,0.0,49368163,0,0
1,1,-1,-1,-1,5,6,-1,-1,1,-1,-1,-1,-1,6,-1,5,7,0,0,0.0,1,0.0,0.0,208,0,59.0,208,42.75,95,0.0,28240724,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,4,0,0,0.0,1,0.0,0.0,141,0,53.98,141,64.85,85,0.0,36754370,0,0
1,1,2,-1,4,-1,-1,-1,-1,-1,-1,3,4,5,6,-1,8,6,2,0,0.0,1,0.0,0.0,2930,0,108.0,2930,108.0,3669,0.0,19864727,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,0,0,0.0,1,0.0,0.0,196,0,60.0,196,60.15,210,0.0,19187497,0,0
1,-1,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,4,15,4,0,0.0,1,0.0,0.0,557,0,34.0,557,34.0,613,0.0,1572522,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,0,0,0.0,1,0.0,0.0,527,0,49.0,527,49.0,75,0.0,1499243,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,0,0,296.61,1,5.0,0.0,702,0,167.3,702,147.2,513,0.0,33604560,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,25,1,0,0.0,1,0.0,0.0,596,0,19.65,596,38.0,521,0.0,3166630,0,1
1,1,-1,-1,4,5,-1,-1,98,-1,2,-1,-1,-1,6,98,1,11,0,0,0.0,1,0.0,0.0,266,0,129.2,266,128.0,273,0.0,4348878,0,0
1,1,-1,3,-1,5,-1,-1,-1,-1,-1,3,4,-1,-1,-1,10,16,3,0,0.0,1,0.0,0.0,363,0,80.0,363,80.0,342,0.0,11222806,0,0
1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,5,14,7,0,0.0,1,0.0,0.0,531,0,140.0,531,140.0,806,0.0,14965584,0,0
1,1,-1,-1,-1,5,-1,-1,-1,1,2,-1,-1,-1,6,-1,10,27,3,0,0.0,1,0.0,0.0,817,0,80.0,817,80.0,858,0.0001,14002963,958,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,-1,0,5,0,0,0.0,1,0.0,0.0,152,0,40.0,152,40.0,66,0.0,11311764,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,5,-1,98,2,1,1,0,0.0,1,0.0,0.0,528,0,145.0,528,145.0,423,0.0,6686987,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,40,6,0,0.0,1,0.0,0.0,235,0,129.3,235,129.1,269,0.0,4817299,0,0
1,1,2,-1,-1,5,-1,7,-1,1,2,-1,-1,-1,-1,-1,12,4,0,0,0.0,1,0.0,0.0,590,0,140.0,590,140.1,264,0.0,86832763,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,16,3,0,0.0,1,0.0,0.0,341,0,317.5,341,539.17,132,0.0,8793490,0,1
1,1,-1,-1,-1,5,-1,-1,-1,1,-1,-1,4,-1,-1,-1,125,8,1,0,0.0,1,0.0,0.0,181,0,25.0,181,25.6,189,0.0,3790791,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,21,0,0,0.0,1,0.0,0.0,618,0,68.0,618,68.0,824,0.0,44040771,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,3,0,0,0.0,1,0.0,0.0,151,0,39.76,151,39.0,144,0.0,3114736,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,21,1,0,0.0,1,0.0,0.0,348,0,143.3,348,200.0,807,0.0,5429682,0,0
1,-1,-1,-1,-1,-1,-1,-1,98,1,-1,3,-1,-1,6,-1,2,36,12,0,0.0,1,0.0,0.0,2080,0,89.11,2080,48.0,1181,0.0,40939721,0,0
1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,4,-1,-1,-1,10,0,0,1,0.0,1,0.0,0.0029,342,1,82.0,342,80.0,48,0.0077,16253873,124534,1
1,1,2,-1,-1,5,-1,-1,-1,1,2,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,162,0,84.2,162,84.2,52,0.0,11270803,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,167,0,35.0,167,35.0,44,0.0,281,0,0
1,1,2,-1,-1,5,-1,-1,-1,1,-1,-1,4,-1,6,-1,4,40,1,0,0.0,1,0.0,0.0,481,0,80.5,481,85.0,375,0.0,21789838,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,38,2,0,0.0,1,0.0,0.0,1048,0,9.0,1048,19.0,1032,0.0007000000000000001,363193,266,0
1,1,2,-1,-1,5,-1,7,-1,-1,2,3,4,-1,6,-1,4,10,0,0,33.4,1,0.99,0.0,312,0,138.99,312,138.0,380,0.0,20553235,0,0
1,1,2,-1,-1,5,-1,7,-1,1,2,-1,4,-1,6,-1,42,0,0,0,0.0,1,0.0,0.0,271,0,138.1,271,138.0,256,0.0,6292298,60,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,4,1,0,0.0,1,0.0,0.0,352,0,110.0,352,110.0,723,0.0,6511711,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,0,0,0,0.0,1,0.0,0.0,139,0,80.0,139,80.0,88,0.0,26008765,0,0
1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,6,-1,55,12,0,0,0.0,1,0.0,0.0,204,0,32.79,204,25.1,178,0.0,3772540,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0.0,1,0.0,0.187,230,43,69.0,230,69.0,78,0.33649999999999997,5583538,1878809,0
1,1,2,-1,-1,5,-1,-1,-1,-1,-1,3,4,-1,6,-1,11,22,4,0,0.0,1,0.0,0.0,374,0,188.8,374,195.0,313,0.0,35120288,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,2,2,0,0.0,1,0.0,0.0,121,0,98.1,121,98.0,105,0.0,18830816,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,13,0,0,0,0.0,1,0.0,0.0,532,0,129.0,532,129.0,444,0.0,40935141,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,22,0,0,138.49,1,30.0,0.0,221,0,84.25,221,58.0,89,0.0,30316849,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,9,0,0,0.0,1,0.0,0.0,314,0,138.0,314,135.0,171,0.0,13376361,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0.0,1,0.0,0.0,171,0,97.0,171,97.0,256,0.0,27135266,0,1
1,1,-1,-1,-1,-1,6,7,-1,1,-1,3,4,-1,-1,-1,12,36,3,0,0.0,1,0.0,0.0,365,0,68.0,365,68.0,273,0.0,15174575,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,6,24,9,0,0.0,1,0.0,0.0,464,0,64.2,464,68.26,606,0.0,7310507,0,1
1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,6,16,13,0,0.0,1,0.0,0.0,565,0,48.0,565,48.0,812,0.0,37280714,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,0,0,0.0,1,0.0,0.0,333,0,77.1,333,76.1,630,0.0,2224163,0,1
1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,6,-1,24,2,0,0,0.0,1,0.0,0.0,183,0,12.0,183,12.0,195,0.0,6499959,0,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,76,29,21,0,0.0,1,0.0,0.0,498,0,70.93,498,50.68,497,0.0,27163042,0,0
1,1,-1,-1,-1,-1,-1,-1,98,1,-1,-1,-1,-1,-1,98,6,0,0,0,0.0,1,0.0,0.0,532,0,73.0,532,0.0,0,0.0,14471583,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,0,1,0.0,1,0.0,0.0,217,0,21.66,217,19.0,229,0.0,9896934,0,0
1,1,2,-1,-1,-1,-1,-1,-1,1,2,3,4,-1,6,-1,2,2,2,0,0.0,1,0.0,0.0,220,0,14.66,220,12.0,195,0.0,8952608,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,2,1,0.0,1,0.0,0.0,861,0,153.1,861,214.7,454,0.0,18608814,21,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,1,19,2,0,0.0,1,0.0,0.1714,531,91,40.3,531,40.0,694,0.2051,9111707,1869219,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,13,2,0,0.0,1,0.0,0.0,241,0,128.0,241,128.0,269,0.0,16442803,0,0
1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,6,-1,0,2,0,1,0.0,1,0.0,0.0,201,0,31.0,201,30.0,62,0.0,46270489,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,10,3,0,0.0,1,0.0,0.0,271,0,119.0,271,120.2,288,0.0,3514031,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,22,1,0,0.0,1,0.0,0.0,669,0,135.15,669,135.0,563,0.0,8619237,0,0
1,-1,-1,-1,-1,-1,6,7,-1,1,-1,-1,-1,-1,-1,-1,10,11,4,1,0.0,1,0.0,0.057699999999999994,156,9,100.0,156,100.0,180,0.0129,50837498,658131,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,13,2,0,0.0,1,0.0,0.0,356,0,58.0,356,65.0,378,0.0,24713065,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,0,0.0,1,0.0,0.0,271,0,70.1,271,69.0,222,0.0,33475330,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,22,3,0,0.0,1,0.0,0.0,334,0,138.0,334,138.0,851,0.0,13748627,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,18,1,0,0.0,1,0.0,0.0,457,0,70.0,457,70.0,180,0.0,8880586,0,0
1,1,-1,-1,4,5,-1,-1,98,1,2,3,-1,-1,6,98,7,25,4,0,0.0,1,0.0,0.0,163,0,111.3,163,111.0,144,0.0,1827319,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,22,1,0,0.0,1,0.0,0.0,274,0,8.0,274,8.0,138,0.0,123173,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0.0,1,0.0,0.0,193,0,100.0,193,100.0,219,0.002,12417308,24843,1
1,1,2,-1,4,5,-1,-1,-1,1,-1,3,4,-1,6,-1,7,20,3,0,0.0,1,0.0,0.0,305,0,137.2,305,99.0,272,0.0,10175790,0,0
1,1,2,-1,-1,5,-1,7,-1,1,2,3,-1,-1,-1,-1,6,31,7,0,0.0,1,0.0,0.0,427,0,23.64,427,10.71,331,0.0,25139773,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,0,0,0,0.0,1,0.0,0.0,679,0,10.86,679,9.9,1045,0.0,2292201,0,0
1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2,1,0,977.2,1,18.0,0.0,1151,0,118.71,1151,81.0,630,0.0,66301521,0,1
1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,8,9,1,0,0.0,1,0.0,0.0,165,0,98.0,165,98.0,165,0.0,28748192,0,1
1,1,2,-1,-1,-1,6,-1,-1,-1,-1,-1,4,-1,6,-1,18,17,2,0,0.0,1,0.0,0.0,195,0,25.0,195,21.0,133,0.0,48739614,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,0,0,0.0,1,0.0,0.13720000000000002,226,31,24.25,226,23.0,121,0.1424,4879592,694994,0
1,1,-1,3,-1,-1,-1,-1,-1,1,-1,-1,4,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,151,0,79.88,151,80.07,120,0.0,318942,0,0
1,1,2,-1,-1,-1,-1,-1,-1,1,2,3,-1,-1,-1,-1,9,12,5,0,0.0,1,0.0,0.0625,160,10,48.0,160,48.0,122,0.1352,12051469,1629701,0
